SYMBOL,DAY1_PCT_CHANGE,DAY2_PCT_CHANGE,DELTA_PCT_CHANGE,TREND
BAJAJHCARE,-1.13,0.18,1.3099999999999998,up
BAJAJHFL,-0.66,-0.72,-0.05999999999999994,down
BAJAJHIND,-1.46,0.23,1.69,up
BAJAJHLDNG,-0.95,-1.09,-0.14000000000000012,down
BAJAJINDEF,2.55,-1.77,-4.32,down
BAJAJST,-1.9,0.93,2.83,up
BAJEL,5.73,-1.32,-7.050000000000001,down
BAJFINANCE,-1.21,-5.84,-4.63,down
BALAJEE,-1.42,0.0,1.42,up
BALAJIPHOS,0.85,0.0,-0.85,down
BALAJITELE,1.04,0.21,-0.8300000000000001,down
BALAMINES,5.12,-3.39,-8.51,down
BALAXI,0.12,0.5,0.38,up
BALCO,-4.76,-4.72,0.040000000000000036,up
BALKRISHNA,-0.86,1.67,2.53,up
BALKRISIND,-1.44,0.02,1.46,up
BALMLAWRIE,0.56,-0.88,-1.44,down
BALPHARMA,-2.4,2.69,5.09,up
BALRAMCHIN,-0.98,0.66,1.6400000000000001,up
BALUFORGE,2.81,2.31,-0.5,down
BANARBEADS,-0.01,-0.32,-0.31,down
BANARISUG,1.02,-0.56,-1.58,down
BANCOINDIA,-0.6,0.75,1.35,up
BANDHANBNK,2.46,0.78,-1.68,down
BANG,-0.2,-0.5,-0.3,down
BANK10ADD,-0.41,0.29,0.7,up
BANK10BETF,1.96,-1.32,-3.2800000000000002,down
BANKA,-0.89,-1.04,-0.15000000000000002,down
BANKADD,0.78,-0.34,-1.12,down
BANKBARODA,2.2,-0.12,-2.3200000000000003,down
BANKBEES,0.65,-0.23,-0.88,down
BANKBETA,0.74,-0.57,-1.31,down
BANKBETF,0.94,-0.27,-1.21,down
BANKETF,0.79,-0.3,-1.09,down
BANKIETF,0.81,-0.08,-0.89,down
BANKINDIA,1.18,1.64,0.45999999999999996,up
BANKNIFTY1,0.73,-0.38,-1.1099999999999999,down
BANKPSU,2.2,0.8,-1.4000000000000001,down
BANSALWIRE,3.36,0.33,-3.03,down
BANSWRAS,1.0,0.08,-0.92,down
BARFLEX,0.9,-1.79,-2.69,down
BASF,2.19,-0.82,-3.01,down
BASILIC,-2.87,-1.41,1.4600000000000002,up
BASML,-0.7,-0.22,0.48,up
BATAINDIA,-0.27,-1.04,-0.77,down
BATLIBOI,8.88,-11.24,-20.12,down
BAWEJA,-2.43,,,removed
BAYERCROP,-2.05,-0.89,1.1599999999999997,up
BBETF0432,-0.26,0.1,0.36,up
BBL,1.11,-0.7,-1.81,down
BBNPNBETF,-0.29,0.03,0.31999999999999995,up
BBNPPGOLD,2.29,0.94,-1.35,down
BBOX,-0.94,0.37,1.31,up
BBTC,-0.23,0.41,0.64,up
BBTCL,-0.98,1.56,2.54,up
BCG,-1.49,0.65,2.14,up
BCLIND,-0.27,0.57,0.84,up
BCONCEPTS,-3.4,-2.0,1.4,up
BCPL,0.34,-0.46,-0.8,down
BDL,4.76,-0.38,-5.14,down
BEACON,2.25,3.66,1.4100000000000001,up
BEARDSELL,0.59,-0.18,-0.77,down
BECTORFOOD,-1.09,6.61,7.7,up
BEDMUTHA,-2.25,0.53,2.7800000000000002,up
BEEKAY,-1.96,-0.11,1.8499999999999999,up
BEL,2.36,0.45,-1.91,down
BELLACASA,0.27,0.61,0.33999999999999997,up
BELRISE,1.29,1.47,0.17999999999999994,up
BEML,3.2,3.63,0.4299999999999997,up
BENGALASM,-1.05,-0.83,0.22000000000000008,up
BEPL,0.77,0.94,0.16999999999999993,up
BERGEPAINT,-1.39,-1.31,0.07999999999999985,up
BESTAGRO,-3.48,-0.79,2.69,up
BETA,6.42,-5.76,-12.18,down
BEWLTD,-2.91,0.18,3.0900000000000003,up
BFINVEST,-0.93,-0.72,0.21000000000000008,up
BFSI,0.47,-1.22,-1.69,down
BFUTILITIE,-0.12,-0.28,-0.16000000000000003,down
BGRENERGY,-1.84,4.96,6.8,up
BHADORA,1.86,4.96,3.0999999999999996,up
BHAGCHEM,-2.39,3.7,6.09,up
BHAGERIA,-1.73,0.17,1.9,up
BHAGYANGR,-0.44,2.92,3.36,up
BHANDARI,-0.35,0.0,0.35,up
BHARATCOAL,-0.46,-0.55,-0.09000000000000002,down
BHARATFORG,0.59,2.5,1.9100000000000001,up
BHARATGEAR,-3.5,-1.28,2.2199999999999998,up
BHARATRAS,-0.72,-1.24,-0.52,down
BHARATSE,-1.18,7.8,8.98,up
BHARATWIRE,0.95,-2.24,-3.1900000000000004,down
BHARTIARTL,-1.52,0.61,2.13,up
BHARTIHEXA,-2.46,1.6,4.0600000000000005,up
BHEL,-1.03,-0.72,0.31000000000000005,up
BI,-0.11,2.73,2.84,up
BIGBLOC,-2.59,0.28,2.87,up
BIKAJI,-4.01,-0.12,3.8899999999999997,up
BIKEWO,4.98,4.95,-0.03000000000000025,down
BIL,0.22,2.53,2.3099999999999996,up
BILVYAPAR,-1.52,4.62,6.140000000000001,up
BIMETAL,2.02,0.8,-1.22,down
BIOCON,2.68,-2.35,-5.03,down
BIOFILCHEM,-3.04,0.5,3.54,up
BIOPOL,-3.96,2.41,6.37,up
BIRET,0.27,0.17,-0.1,down
BIRLACABLE,5.0,2.62,-2.38,down
BIRLACORPN,0.68,0.58,-0.10000000000000009,down
BIRLAMONEY,0.12,-0.92,-1.04,down
BIRLANU,10.17,6.68,-3.49,down
BIRLAPREC,1.04,0.31,-0.73,down
BLACKBUCK,0.24,3.61,3.37,up
BLACKROSE,-0.76,-1.3,-0.54,down
BLAL,0.43,-1.13,-1.5599999999999998,down
BLBLIMITED,2.49,-0.68,-3.1700000000000004,down
BLIL,0.24,-0.52,-0.76,down
BLISSGVS,-0.67,-3.26,-2.59,down
BLKASHYAP,4.52,0.02,-4.5,down
BLS,-0.65,0.14,0.79,up
BLSE,-0.47,-2.24,-1.7700000000000002,down
BLUECHIP,0.0,-1.19,-1.19,down
BLUECOAST,-0.7,-1.69,-0.99,down
BLUEDART,-3.42,-0.45,2.9699999999999998,up
BLUEJET,-0.56,1.02,1.58,up
BLUEPEBBLE,7.35,4.79,-2.5599999999999996,down
BLUESTARCO,-5.65,-3.63,2.0200000000000005,up
BLUESTONE,-3.69,-1.2,2.49,up
BLUEWATER,1.93,0.46,-1.47,down
BLUSPRING,-0.56,-2.91,-2.35,down
BMLL,-0.73,-2.73,-2.0,down
BMWVENTLTD,1.3,-2.39,-3.6900000000000004,down
BNAGROCHEM,1.13,-2.91,-4.04,down
BNALTD,0.0,,,removed
BNKETFAXIS,0.13,-0.09,-0.22,down
BODALCHEM,-4.99,-3.44,1.5500000000000003,up
BOHRAIND,-2.03,-7.3,-5.27,down
BOMDYEING,0.37,-0.21,-0.58,down
BONLON,-0.35,-1.08,-0.7300000000000001,down
BORANA,4.58,-1.45,-6.03,down
BOROLTD,1.96,-1.52,-3.48,down
BORORENEW,-0.47,-1.46,-0.99,down
BOROSCI,-1.29,2.11,3.4,up
BOSCH-HCIL,7.97,2.26,-5.71,down
BOSCHLTD,-2.14,2.26,4.4,up
BOSS,4.91,4.34,-0.5700000000000003,down
BPCL,-0.78,-0.83,-0.04999999999999993,down
BPL,-0.02,0.26,0.28,up
BRACEPORT,-5.27,1.27,6.539999999999999,up
BRANDMAN,4.67,0.62,-4.05,down
BRIGADE,0.29,1.75,1.46,up
BRIGHOTEL,0.65,-2.36,-3.01,down
BRITANNIA,-0.66,1.96,2.62,up
BRNL,0.74,0.96,0.21999999999999997,up
BROOKS,-0.4,-0.07,0.33,up
BSE,-2.82,0.64,3.46,up
BSE500IETF,0.55,-0.3,-0.8500000000000001,down
BSHSL,-1.1,5.0,6.1,up
BSL,-1.85,-0.31,1.54,up
BSLGOLDETF,2.44,0.91,-1.5299999999999998,down
BSLNIFTY,0.87,-0.31,-1.18,down
BSLSENETFG,0.35,-0.48,-0.83,down
BSOFT,-1.67,0.08,1.75,up
BTML,8.93,11.25,2.3200000000000003,up
BTTL,-4.45,-2.92,1.5300000000000002,up
BUILDPRO,-0.93,0.07,1.0,up
BULKCORP,2.92,4.65,1.7300000000000004,up
BUTTERFLY,2.1,0.01,-2.0900000000000003,down
BVCL,1.65,-2.73,-4.38,down
BYKE,-0.52,-1.44,-0.9199999999999999,down
C2C,0.41,-1.97,-2.38,down
CALSOFT,0.7,1.34,0.6400000000000001,up
CAMLINFINE,-1.23,-0.98,0.25,up
CAMPUS,-3.33,2.45,5.78,up
CAMS,-1.53,-1.49,0.040000000000000036,up
CANARYS,-1.06,1.94,3.0,up
CANBK,2.16,0.19,-1.9700000000000002,down
CANFINHOME,-0.4,0.38,0.78,up
CANHLIFE,0.41,1.09,0.6800000000000002,up
CANTABIL,-7.2,-0.18,7.0200000000000005,up
CAPACITE,1.84,-5.9,-7.74,down
CAPILLARY,0.74,-3.45,-4.19,down
CAPINVIT,0.17,0.52,0.35,up
CAPITALSFB,-0.17,0.12,0.29000000000000004,up
CAPLIPOINT,1.73,-0.45,-2.18,down
CAPTRUST,-3.1,4.99,8.09,up
CARBORUNIV,-1.16,2.61,3.7699999999999996,up
CARERATING,-1.09,1.1,2.1900000000000004,up
CARRARO,1.16,-7.4,-8.56,down
CARTRADE,-1.89,0.16,2.05,up
CARYSIL,1.91,-2.47,-4.38,down
CASHIETF,0.01,0.04,0.03,up
CASTROLIND,1.37,-1.08,-2.45,down
CBAZAAR,-4.96,-4.35,0.6100000000000003,up
CCAVENUE,-0.75,0.23,0.98,up
CCCL,-0.57,-1.6,-1.0300000000000002,down
CCHHL,-1.16,-0.7,0.45999999999999996,up
CCL,-0.68,-0.11,0.5700000000000001,up
CDSL,0.34,-0.23,-0.5700000000000001,down
CEATLTD,1.4,-0.86,-2.26,down
CEDAAR,-2.08,0.0,2.08,up
CEIGALL,-2.87,0.44,3.31,up
CEINSYS,-1.58,-0.28,1.3,up
CELEBRITY,-3.46,0.14,3.6,up
CELLECOR,-1.1,-1.43,-0.32999999999999985,down
CELLO,-4.94,-1.61,3.33,up
CELLPOINT,0.0,-10.28,-10.28,down
CEMNTGROWW,-0.64,-0.06,0.5800000000000001,up
CEMPRO,-4.04,-3.03,1.0100000000000002,up
CENTENKA,-1.67,1.25,2.92,up
CENTEXT,-1.73,1.23,2.96,up
CENTRALBK,0.7,-0.48,-1.18,down
CENTRUM,2.41,1.95,-0.4600000000000002,down
CENTUM,0.02,1.62,1.6,up
CENTURYPLY,1.97,-0.23,-2.2,down
CERA,0.48,-4.15,-4.630000000000001,down
CEREBRAINT,-4.12,0.72,4.84,up
CESC,-0.64,0.9,1.54,up
CEWATER,-0.52,-0.25,0.27,up
CGCL,1.16,-4.49,-5.65,down
CGPOWER,-1.52,0.34,1.86,up
CGRAPHICS,-1.9,5.45,7.35,up
CHALET,2.79,-0.39,-3.18,down
CHAMBLFERT,0.24,-1.97,-2.21,down
CHAMUNDA,,1.05,,added
CHANDAN,-3.02,-4.01,-0.9899999999999998,down
CHAVDA,-0.63,5.47,6.1,up
CHEMBOND,0.55,-0.97,-1.52,down
CHEMBONDCH,1.43,2.44,1.01,up
CHEMCON,-2.29,-1.33,0.96,up
CHEMFAB,-2.81,0.54,3.35,up
CHEMICAL,1.78,-0.68,-2.46,down
CHEMPLASTS,-0.33,-5.65,-5.32,down
CHENNPETRO,-0.89,-1.31,-0.42000000000000004,down
CHETANA,0.0,0.53,0.53,up
CHEVIOT,-3.45,-1.17,2.2800000000000002,up
CHOICEGOLD,2.55,0.72,-1.8299999999999998,down
CHOICEIN,1.07,0.95,-0.1200000000000001,down
CHOLAFIN,3.19,-3.8,-6.99,down
CHOLAHLDNG,2.76,-1.21,-3.9699999999999998,down
CIEINDIA,-1.14,0.05,1.19,up
CIFC26A,0.02,0.0,-0.02,down
CIFCZC26,,0.0,,added
CIFL,1.51,1.53,0.020000000000000018,up
CINELINE,-0.69,0.84,1.5299999999999998,up
CINEVISTA,-0.6,-0.74,-0.14,down
CIPLA,1.25,-0.89,-2.14,down
CITIUSINVT,0.19,-0.12,-0.31,down
CKKRETAIL,-0.14,2.07,2.21,up
CLASSICEIL,-4.92,-4.92,0.0,flat
CLAYCRAFT,0.91,-4.0,-4.91,down
CLCIND,-4.98,1.37,6.3500000000000005,up
CLEAN,0.35,3.05,2.6999999999999997,up
CLEANMAX,-1.67,-2.5,-0.8300000000000001,down
CLEDUCATE,1.68,-1.79,-3.4699999999999998,down
CLSEL,-0.02,-5.46,-5.44,down
CLSL,0.0,1.47,1.47,up
CMLL,3.57,3.36,-0.20999999999999996,down
CMNL,0.05,-0.31,-0.36,down
CMPDI,0.31,2.44,2.13,up
CMRGREEN,2.02,-2.54,-4.5600000000000005,down
CMRSL,-3.9,4.97,8.87,up
CMSINFO,1.33,-1.59,-2.92,down
CNL,-3.73,2.52,6.25,up
COALINDIA,0.02,-0.08,-0.1,down
COASTCORP,-5.34,-3.78,1.56,up
COCHINSHIP,4.56,1.99,-2.5699999999999994,down
COCKERILL,6.35,1.83,-4.52,down
COFFEEDAY,-0.06,-4.99,-4.930000000000001,down
COFORGE,-0.24,0.18,0.42,up
COHANCE,2.2,1.56,-0.6400000000000001,down
COLPAL,-0.57,0.08,0.6499999999999999,up
COMFINTE,7.18,-1.64,-8.82,down
COMMITTED,0.0,-0.09,-0.09,down
COMMOIETF,-0.39,0.35,0.74,up
COMPINFO,-4.35,1.82,6.17,up
COMPUSOFT,-0.46,0.46,0.92,up
COMSYN,-0.07,7.28,7.3500000000000005,up
CONCOR,-0.84,-1.33,-0.4900000000000001,down
CONCORDBIO,-0.74,-0.71,0.030000000000000027,up
CONFIPET,-2.95,2.38,5.33,up
CONNPLEX,1.19,-0.39,-1.58,down
CONS,0.32,1.04,0.72,up
CONSOFINVT,-3.77,-1.35,2.42,up
CONSUMAXIS,-0.49,0.58,1.0699999999999998,up
CONSUMBEES,-0.29,-0.01,0.27999999999999997,up
CONSUMER,-0.41,0.25,0.6599999999999999,up
CONSUMIETF,-0.32,0.29,0.61,up
CONTI,,0.0,,added
CONTROLPR,-1.55,3.03,4.58,up
COOLCAPS,0.69,-1.83,-2.52,down
CORALFINAC,0.06,-1.97,-2.03,down
CORDELIA,1.84,-0.61,-2.45,down
CORDSCABLE,-0.37,-1.72,-1.35,down
COROMANDEL,-0.16,-0.66,-0.5,down
CORONA,-2.44,0.65,3.09,up
COSMOFIRST,-4.79,2.36,7.15,up
COUNCODOS,4.89,-0.48,-5.369999999999999,down
CPCAP,-1.08,2.82,3.9,up
CPEDU,0.57,-0.34,-0.9099999999999999,down
CPL,-0.93,-1.25,-0.31999999999999995,down
CPPLUS,2.86,1.44,-1.42,down
CPS,-1.38,-3.26,-1.88,down
CPSEETF,-0.56,0.06,0.6200000000000001,up
CRAFTSMAN,1.41,-0.68,-2.09,down
CRAMC,-0.85,-0.36,0.49,up
CRAYONS,0.74,0.0,-0.74,down
CREATIVEYE,2.12,0.0,-2.12,down
CREDITACC,3.46,-1.51,-4.97,down
CREDITACC,1.27,-1.51,-2.7800000000000002,down
CREST,-0.5,-0.5,0.0,flat
CRISIL,1.68,1.24,-0.43999999999999995,down
CRIZAC,1.04,1.54,0.5,up
CROMPTON,1.47,-7.43,-8.9,down
CROWN,-1.25,-1.9,-0.6499999999999999,down
CSBBANK,-0.8,-2.16,-1.36,down
CSLFINANCE,-2.27,1.75,4.02,up
CSM,1.62,-0.45,-2.0700000000000003,down
CSSL,0.0,-1.92,-1.92,down
CTE,0.11,-0.82,-0.9299999999999999,down
CUB,1.87,1.73,-0.14000000000000012,down
CUBEINVIT,0.34,0.32,-0.020000000000000018,down
CUBEXTUB,2.47,0.02,-2.45,down
CUDML,-2.92,0.0,2.92,up
CUMMINSIND,-0.7,0.44,1.14,up
CUPID,4.16,-0.18,-4.34,down
CURAA,4.31,-2.9,-7.209999999999999,down
CURIS,-2.73,,,removed
CURRENT,3.47,,,removed
CYBERMEDIA,1.69,-1.17,-2.86,down
CYBERTECH,-0.6,0.55,1.15,up
CYIENT,-1.12,0.3,1.4200000000000002,up
CYIENTDLM,-0.35,3.48,3.83,up
DABUR,-0.65,-0.32,0.33,up
DAICHI,1.07,0.5,-0.5700000000000001,down
DALBHARAT,-0.85,0.27,1.12,up
DALMIASUG,0.64,2.17,1.5299999999999998,up
DAMCAPITAL,0.67,-1.57,-2.24,down
DAMODARIND,1.6,-0.04,-1.6400000000000001,down
DANGEE,-1.34,0.0,1.34,up
DANISH,-0.1,-1.58,-1.48,down
DATAMATICS,-2.72,1.39,4.11,up
DATAPATTNS,-1.21,-0.27,0.94,up
DAVANGERE,-0.96,0.65,1.6099999999999999,up
DBCORP,0.22,-0.11,-0.33,down
DBEIL,-0.14,0.0,0.14,up
DBL,-0.7,-1.38,-0.6799999999999999,down
DBOL,-1.2,2.51,3.71,up
DBREALTY,-0.27,4.99,5.26,up
DBSTOCKBRO,-2.48,-0.83,1.65,up
DCAL,-0.39,-0.83,-0.43999999999999995,down
DCBBANK,3.07,-1.19,-4.26,down
DCG,-0.45,0.0,0.45,up
DCI,0.2,0.9,0.7,up
DCM,-0.45,0.34,0.79,up
DCMFINSERV,3.54,-4.68,-8.219999999999999,down
DCMNVL,2.56,-2.4,-4.96,down
DCMSHRIRAM,0.04,0.63,0.59,up
DCMSIL,5.0,-3.48,-8.48,down
DCMSRIND,-2.15,0.72,2.87,up
DCW,0.28,-0.73,-1.01,down
DCXINDIA,0.93,-1.87,-2.8000000000000003,down
DDEVPLSTIK,7.7,-7.21,-14.91,down
DECCANCE,1.23,0.19,-1.04,down
DECCANTRAN,,4.35,,added
DECNGOLD,13.26,-4.09,-17.35,down
DEEDEV,-2.14,-3.37,-1.23,down
DEEM,,0.43,,added
DEEPAKFERT,-2.22,-1.36,0.8600000000000001,up
DEEPAKNTR,0.79,2.63,1.8399999999999999,up
DEEPINDS,-2.58,1.9,4.48,up
DEFENCE,2.42,0.37,-2.05,down
DELAPLEX,-0.11,0.62,0.73,up
DELHIVERY,-1.41,2.09,3.5,up
DELPHIFX,-2.32,0.59,2.9099999999999997,up
DELTACORP,-0.11,-0.19,-0.08,down
DELTAMAGNT,2.26,0.26,-1.9999999999999998,down
DELTIC,3.27,-3.86,-7.13,down
DEN,-0.29,-0.15,0.13999999999999999,up
DENEERS,1.59,2.68,1.09,up
DENORA,-1.73,2.05,3.78,up
DENTA,-4.34,-0.42,3.92,up
DENTALKART,1.49,3.75,2.26,up
DEVIT,-0.26,-0.55,-0.29000000000000004,down
DEVX,0.29,-0.12,-0.41,down
DEVYANI,-0.98,8.78,9.76,up
DGCONTENT,-3.15,2.5,5.65,up
DHAMPURSUG,0.07,0.99,0.9199999999999999,up
DHANBANK,0.12,0.18,0.06,up
DHANLAXMI,-4.99,3.03,8.02,up
DHANSA,,4.27,,added
DHANUKA,2.1,-0.58,-2.68,down
DHARAN,0.0,0.0,0.0,flat
DHARARAIL,,-3.5,,added
DHARIWAL,9.93,9.93,0.0,flat
DHARMAJ,-2.0,0.26,2.26,up
DHRUV,-2.68,-2.39,0.29000000000000004,up
DHTL,0.0,4.96,4.96,up
DHUNINV,3.07,1.19,-1.88,down
DIACABS,5.0,4.37,-0.6299999999999999,down
DIAMINESQ,1.58,-2.31,-3.89,down
DIAMONDYD,-0.68,5.25,5.93,up
DICIND,1.61,-0.76,-2.37,down
DIFFNKG,4.64,-0.65,-5.29,down
DIGIDRIVE,-2.86,1.85,4.71,up
DIGIKORE,-7.66,-8.68,-1.0199999999999996,down
DIGISPICE,1.3,2.03,0.7299999999999998,up
DIGITIDE,-0.16,4.69,4.8500000000000005,up
DIGJAMLMTD,0.39,-2.11,-2.5,down
DIRL,-2.76,,,removed
DISAQ,-3.52,0.94,4.46,up
DISHTV,-1.78,4.71,6.49,up
DIVGIITTS,-1.36,5.93,7.29,up
DIVIDEND,-0.74,0.33,1.07,up
DIVINEHIRA,0.74,-0.83,-1.5699999999999998,down
DIVISLAB,-0.46,-0.89,-0.43,down
DIVOPPBEES,-0.24,0.5,0.74,up
DIVYADHAN,-1.92,-1.96,-0.040000000000000036,down
DIXON,-0.77,0.0,0.77,up
DJML,5.45,1.9,-3.5500000000000003,down
DLF,-1.09,0.0,1.09,up
DLINKINDIA,-0.83,0.37,1.2,up
DMART,-0.38,-0.79,-0.41000000000000003,down
DMCC,-2.02,-0.39,1.63,up
DNAMEDIA,-1.08,-0.36,0.7200000000000001,up
DODLA,0.09,-0.37,-0.45999999999999996,down
DOLATALGO,-0.46,5.45,5.91,up
DOLLAR,3.47,-0.85,-4.32,down
DOLLEX,0.0,-0.16,-0.16,down
DOLPHIN,0.88,1.31,0.43000000000000005,up
DOMS,0.03,0.42,0.39,up
DONEAR,-0.54,-0.06,0.48000000000000004,up
DPABHUSHAN,-2.43,-1.06,1.37,up
DPEL,-2.89,5.52,8.41,up
DPSCLTD,0.13,-0.54,-0.67,down
DPWIRES,0.05,0.36,0.31,up
DRAGARWQ,1.08,0.62,-0.4600000000000001,down
DRCSYSTEMS,3.15,-3.2,-6.35,down
DREAMFOLKS,2.17,-0.78,-2.95,down
DREDGECORP,-2.53,-2.11,0.41999999999999993,up
DRONE,-1.25,0.51,1.76,up
DRREDDY,-0.43,0.09,0.52,up
DSFCL,-1.54,-1.99,-0.44999999999999996,down
DSKULKARNI,4.92,4.98,0.0600000000000005,up
DSSL,-0.31,-0.94,-0.6299999999999999,down
DTIL,-0.39,-0.05,0.34,up
DUCOL,-7.63,0.0,7.63,up
DUCON,3.7,2.6,-1.1,down
DUGLOBAL,0.87,-8.79,-9.659999999999998,down
DURLAX,-3.36,6.76,10.12,up
DVL,3.41,-1.81,-5.220000000000001,down
DWARKESH,0.15,1.24,1.09,up
DYCL,-0.15,-0.77,-0.62,down
DYNAMATECH,3.73,-0.02,-3.75,down
DYNAMIC,-0.72,-1.74,-1.02,down
DYNPRO,-0.34,0.04,0.38,up
E2E,1.18,-4.99,-6.17,down
E2ERAIL,-1.33,-2.64,-1.31,down
EASEMYTRIP,0.76,-0.45,-1.21,down
EASTSILK,-2.07,5.0,7.07,up
EBANK10,0.59,-0.59,-1.18,down
EBANKNIFTY,-0.29,0.02,0.31,up
EBBETF0430,-0.2,0.07,0.27,up
EBBETF0431,-0.08,0.01,0.09,up
EBBETF0433,0.22,-0.2,-0.42000000000000004,down
EBGNG,-0.66,0.33,0.99,up
ECAPINSURE,-0.29,-0.68,-0.39000000000000007,down
ECLERX,-2.37,-5.52,-3.1499999999999995,down
ECOLINE,2.16,4.79,2.63,up
ECOSMOBLTY,-1.18,-1.66,-0.48,down
EDELWEISS,2.87,-2.16,-5.03,down
EEPL,19.93,20.0,0.07000000000000028,up
EFACTOR,-0.54,-2.7,-2.16,down
EFCIL,-0.73,-1.38,-0.6499999999999999,down
EFFWA,-0.46,0.73,1.19,up
EFORCE,,1.19,,added
EGOLD,2.49,0.78,-1.7100000000000002,down
EICHERMOT,-0.24,0.66,0.9,up
EIDPARRY,-1.62,-0.59,1.0300000000000002,up
EIEL,-1.17,-1.09,0.07999999999999985,up
EIFFL,-4.98,4.99,9.97,up
EIHAHOTELS,0.42,-2.62,-3.04,down
EIHOTEL,-0.72,-5.87,-5.15,down
EIMCOELECO,-0.14,2.06,2.2,up
EKC,1.94,0.92,-1.02,down
ELANTAS,4.47,-0.52,-4.99,down
ELCIDIN,-0.41,-0.12,0.29,up
ELDEHSG,-7.18,5.65,12.83,up
ELECON,3.48,-2.8,-6.279999999999999,down
ELECTCAST,0.38,-0.39,-0.77,down
ELECTHERM,-0.01,-1.23,-1.22,down
ELGIEQUIP,0.88,-0.14,-1.02,down
ELGIRUBCO,-2.87,3.48,6.35,up
ELGNZ,-4.01,-0.41,3.5999999999999996,up
ELIN,0.27,-5.43,-5.699999999999999,down
ELIQUID,0.01,0.04,0.03,up
ELITECON,-2.16,-2.85,-0.69,down
ELLEN,0.12,3.93,3.81,up
ELM250,1.56,0.18,-1.3800000000000001,down
ELMDIV,-0.35,0.0,0.35,up
ELPROINTL,-0.34,1.17,1.51,up
EMAMILTD,1.65,0.87,-0.7799999999999999,down
EMAMIPAP,0.16,-1.04,-1.2,down
EMAMIREAL,-2.99,-2.5,0.4900000000000002,up
EMAPARTNER,-3.74,1.57,5.3100000000000005,up
EMBASSY,0.94,0.07,-0.8699999999999999,down
EMBDL,-0.67,3.86,4.53,up
EMCURE,-1.14,2.15,3.29,up
EMETAL,0.08,-0.53,-0.61,down
EMIL,1.5,10.72,9.22,up
EMKAY,-2.58,-1.84,0.74,up
EMKAYTOOLS,0.38,-2.57,-2.9499999999999997,down
EMMBI,-1.16,-2.51,-1.3499999999999999,down
EMMIL,2.23,-4.24,-6.470000000000001,down
EMMVEE,1.09,-2.82,-3.91,down
EMPOWER,-4.85,-4.71,0.13999999999999968,up
EMSLIMITED,-0.17,-0.42,-0.24999999999999997,down
EMUDHRA,3.32,-0.31,-3.63,down
EMULTIMQ,-0.12,0.22,0.33999999999999997,up
ENCOMPAS,1.67,-6.79,-8.46,down
ENDURANCE,-0.54,0.93,1.4700000000000002,up
ENERGY,-0.15,0.1,0.25,up
ENERGYDEV,0.6,-1.73,-2.33,down
ENEXT50,0.0,0.0,0.0,flat
ENFUSE,0.0,,,removed
ENGINERSIN,0.88,-0.74,-1.62,down
ENIFTY,0.52,-0.12,-0.64,down
ENIL,-2.52,-4.16,-1.6400000000000001,down
ENRIN,-1.14,12.19,13.33,up
ENSER,2.56,-3.43,-5.99,down
ENTERO,-1.29,0.02,1.31,up
ENVIRO,-1.42,-0.78,0.6399999999999999,up
EPACK,-0.85,0.82,1.67,up
EPACKPEB,-2.89,-0.83,2.06,up
EPIGRAL,-2.09,0.49,2.58,up
EPL,-0.39,-1.86,-1.4700000000000002,down
EPWINDIA,-2.74,,,removed
EQUAL200,-0.14,0.14,0.28,up
EQUAL50,-0.09,-0.06,0.03,up
EQUAL50ADD,0.01,-0.3,-0.31,down
EQUIPPP,-2.42,-0.43,1.99,up
EQUITASBNK,0.44,-1.14,-1.5799999999999998,down
ERIS,0.57,-0.04,-0.61,down
ESABINDIA,-0.53,0.13,0.66,up
ESAFSFB,1.97,-5.34,-7.31,down
ESCONET,-2.45,8.08,10.530000000000001,up
ESCORTS,-0.27,-0.03,0.24000000000000002,up
ESENSEX,0.91,-0.64,-1.55,down
ESFL,2.18,9.97,7.790000000000001,up
ESG,0.26,-0.31,-0.5700000000000001,down
ESILVER,0.52,3.08,2.56,up
ESPRIT,2.98,3.78,0.7999999999999998,up
ESSARSHPNG,-1.19,0.0,1.19,up
ESSENTIA,-2.38,0.81,3.19,up
ESTER,-0.23,-0.74,-0.51,down
ETERNAL,1.9,-0.4,-2.3,down
ETHOSLTD,-0.35,-1.5,-1.15,down
ETL,,8.28,,added
ETML,2.63,-0.48,-3.11,down
EUREKAFORB,-2.78,-2.0,0.7799999999999998,up
EUROBOND,-0.23,2.1,2.33,up
EUROPRATIK,-0.83,1.54,2.37,up
EUROTEXIND,1.94,1.98,0.040000000000000036,up
EVEREADY,-0.76,-0.14,0.62,up
EVERESTIND,1.51,-1.89,-3.4,down
EVIETF,-0.88,1.63,2.51,up
EVINDIA,-0.15,1.64,1.7899999999999998,up
EXCELINDUS,-1.16,-0.05,1.1099999999999999,up
EXCELLENT,0.98,,,removed
EXCELSOFT,-1.02,0.67,1.69,up
EXICOM,1.81,-6.29,-8.1,down
EXIDEIND,1.55,3.32,1.7699999999999998,up
EXIMROUTES,0.0,-4.3,-4.3,down
EXPLEOSOL,1.15,1.91,0.76,up
EXXARO,1.62,-1.75,-3.37,down
FABTECH,-1.07,-1.08,-0.010000000000000009,down
FACT,0.3,-0.44,-0.74,down
FAIRCHEMOR,-2.0,-2.0,0.0,flat
FALCONTECH,-0.41,0.82,1.23,up
FAZE3Q,-1.88,5.29,7.17,up
